ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
1816677-20080416,1891445,315713,1,PRODIGY LLC,PRODIGY LLC,53 W JACKSON BLVD 13TH 1307,CHICAGO,IL,60604,4,49,4-49,1,1010,Limited Business License,,,1816677,RENEW,,02/19/2008,05/13/2008,N,04/16/2008,04/15/2010,05/13/2008,05/14/2008,AAC,05/15/2008,,41.878050681,-87.629781008,"(41.878050680824906, -87.62978100842273)"
1492-20101016,2050268,278,1,"THOMAS LIQUORS, INC.",HALF SOUR,755 S CLARK ST 1ST,CHICAGO,IL,60605,4,17,4-17,1,1010,Limited Business License,,,1492,RENEW,,08/16/2010,10/12/2010,N,10/16/2010,10/15/2012,10/12/2010,10/13/2010,AAC,07/26/2012,,41.872361366,-87.630467205,"(41.872361365803386, -87.63046720465887)"
26364-20121016,2180378,10852,1,PALMER PRINTING INC,PALMER PRINTING INC,739 S CLARK ST 1ST,CHICAGO,IL,60605,4,54,4-54,1,1008,Hazardous Materials,,,26364,RENEW,,08/15/2012,09/27/2012,N,10/16/2012,10/15/2014,09/27/2012,09/28/2012,AAC,12/29/2012,,41.872643648,-87.630474223,"(41.872643647530694, -87.63047422334675)"
1597556-20160416,2449313,292225,1,"RASHAZ, LLC",FRED'K M. GOTTLIEB,67 E MADISON ST  1921,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1597556,RENEW,,02/15/2016,02/26/2016,N,04/16/2016,04/15/2018,02/26/2016,02/26/2016,AAC,02/22/2018,,41.881985036,-87.62544398,"(41.881985035591015, -87.62544397986383)"
1888511-20081016,1926254,327226,1,"YJT SOULTIONS, LLC","YJT SOLUTIONS, LLC",440 S LA SALLE ST 39 3990,CHICAGO,IL,60605,4,49,4-49,1,1010,Limited Business License,,,1888511,RENEW,,08/15/2008,09/16/2008,N,10/16/2008,10/15/2010,09/16/2008,09/17/2008,AAC,07/13/2010,,41.87588847,-87.631884721,"(41.87588847004054, -87.63188472119873)"
2078938-20170416,2515099,359346,1,"OVERFLOW COFFEE BAR, L3C","OVERFLOW COFFEE BAR, L3C",1550 S STATE ST 1ST 119,CHICAGO,IL,60605,3,54,3-54,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2078938,RENEW,,02/15/2017,03/16/2017,N,04/16/2017,04/15/2019,03/16/2017,03/17/2017,AAC,02/23/2018,,41.860450996,-87.627411853,"(41.8604509960651, -87.6274118533769)"
1169879-20160516,2453966,48692,2,SYNERGY_CREATIVE INC,Synergy Creative,1304 W WASHINGTON BLVD  2,CHICAGO,IL,60607,27,7,27-7,12,1010,Limited Business License,703,Advertising and Marketing Office,1169879,RENEW,,03/15/2016,04/21/2016,N,05/16/2016,05/15/2018,04/21/2016,04/22/2016,AAC,02/23/2018,,41.883043076,-87.659947047,"(41.88304307566362, -87.65994704743093)"
9242-20060816,1728230,82122,4,"BECK'S BOOK STORE, INC.","BECK'S BOOK STORES, INC.",209 N WABASH AVE  1ST F,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,9242,RENEW,,06/21/2006,08/01/2006,N,08/16/2006,08/15/2007,08/01/2006,08/02/2006,AAC,02/15/2007,,41.885993801,-87.62614807,"(41.88599380120169, -87.62614807034525)"
1336493-20041116,1538049,260195,1,AMERICAN RED CROSS OF GREATER CHICAGO,AMERICAN RED CROSS OF GREATER CHICAGO,111 E WACKER DR  200,CHICAGO,IL,60601,42,44,42-44,1,1625,Raffles,,,1336493,RENEW,,09/27/2004,10/26/2004,N,11/16/2004,11/15/2005,10/26/2004,10/27/2004,AAC,02/02/2005,,41.888079426,-87.62404737,"(41.88807942610461, -87.62404736976374)"
1768138-20061103,1768138,48942,2,"PET CARE PLUS, LTD.","PET CARE PLUS, LTD.",1328 W LAKE ST,CHICAGO,IL,60607,27,33,27-33,12,1059,Kennels and Catteries,,,1768138,C_LOC,10/19/2006,10/19/2006,10/19/2006,N,11/03/2006,11/15/2007,11/02/2006,11/03/2006,AAC,03/20/2007,,41.885565275,-87.66004959,"(41.885565275054724, -87.66004958966946)"
1276678-20080316,1886759,253051,1,S & V JEWELRY INC,S & V JEWELRY,21 N WABASH AVE,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1276678,RENEW,,01/22/2008,03/31/2008,N,03/16/2008,03/15/2010,03/31/2008,04/01/2008,AAC,07/30/2008,,41.882567066,-87.626078783,"(41.88256706583192, -87.62607878323935)"
1358087-20051116,1639555,264351,3,RISING SON INC.,GENARAL NUTRITION,730 S DEARBORN ST,CHICAGO,IL,60605,4,54,4-54,1,1010,Limited Business License,,,1358087,RENEW,,09/22/2005,11/15/2005,N,11/16/2005,11/15/2006,11/15/2005,11/16/2005,AAC,04/28/2006,,41.87272765,-87.629292584,"(41.87272764998735, -87.62929258433117)"
1739691-20110316,2076444,64625,4,"H2O PLUS, LLC","H2O PLUS, L.P.",845 W MADISON ST,CHICAGO,IL,60607,27,58,27-58,12,1008,Hazardous Materials,,,1739691,RENEW,,01/14/2011,03/15/2011,N,03/16/2011,03/15/2013,03/15/2011,03/16/2011,AAC,08/07/2012,,41.881640129,-87.649110084,"(41.88164012880759, -87.64911008356381)"
2326434-20160816,2475244,389682,1,CROWN IMPORTS LLC,"CONSTELLATION BRANDS, CROWN IMPORT, MONARCH IMPORT COMPANY",1 S DEARBORN ST 15-17,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,602,Administrative Commercial Office,2326434,RENEW,,06/15/2016,07/19/2016,N,08/16/2016,08/15/2018,07/19/2016,09/28/2016,AAC,02/28/2018,1,41.881936675,-87.62925348,"(41.88193667467421, -87.62925347991924)"
9508-20020816,1254845,26131,1,"RHONA HOFFMAN GALLERY, LTD.",RHONA HOFFMAN GALLERY,312 N MAY ST,CHICAGO,IL,60607,27,33,27-33,12,1010,Limited Business License,,,9508,RENEW,,06/28/2002,07/23/2002,N,08/16/2002,08/15/2003,07/23/2002,08/02/2002,AAC,10/08/2002,,41.887132363,-87.655832331,"(41.887132363404234, -87.65583233136104)"
2487459-20160817,2487459,19832,4,"GLENCOE CAPITAL, LLC","GLENCOE CAPITAL, LLC",200 N LA SALLE ST 21ST 2150,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,897 | 602,Financial Services | Administrative Commercial Office,2487459,ISSUE,08/16/2016,08/17/2016,08/17/2016,N,08/17/2016,09/15/2018,08/17/2016,08/17/2016,AAC,03/02/2018,,41.885761124,-87.632595153,"(41.88576112449132, -87.63259515310935)"
85575-20051116,1634135,66394,2,"NEW CHICAGO PARTNERS,LLC","NEW CHICAGO PARTNERS,LLC",360 N MICHIGAN AVE  1400,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,85575,RENEW,,09/22/2005,11/14/2005,N,11/16/2005,11/15/2006,11/14/2005,11/15/2005,AAC,11/14/2006,,41.888140152,-87.62469579,"(41.88814015241156, -87.6246957901013)"
1224497-20040516,1484136,48016,2,HUBBARD & WELLS INC,HUBBARD ONE,247 S STATE ST,CHICAGO,IL,60604,42,9,42-9,1,1010,Limited Business License,,,1224497,RENEW,,03/17/2004,05/14/2004,N,05/16/2004,05/15/2005,05/14/2004,05/17/2004,AAC,05/06/2005,1,41.878312681,-87.62753416,"(41.8783126806928, -87.62753415970441)"
1904062-20080507,1904062,330923,1,"DISCOVERY SERVICES, LLC","DISCOVERY SERVICES, LLC",30 S WACKER DR 22 2200,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,1904062,ISSUE,05/01/2008,05/06/2008,05/06/2008,N,05/07/2008,09/15/2008,05/06/2008,05/07/2008,AAC,09/11/2008,,41.881407212,-87.637155093,"(41.88140721163485, -87.63715509324663)"
1478925-20060216,1667533,258688,2,ARDMORE ASSOCIATES LLC,ARDMORE ASSOCIATES,33 N DEARBORN ST  2323,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1478925,RENEW,,12/21/2005,02/09/2006,N,02/16/2006,02/15/2007,02/09/2006,02/09/2006,AAC,02/09/2006,1,41.882806227,-87.629281496,"(41.88280622661767, -87.62928149568309)"
2120005-20111019,2120005,365159,1,"DISCOVERY DAYS LEARNING ACADEMY, INCORPORATED","DISCOVERY DAYS LEARNING ACADEMY, INCORPORATED",1417 W TAYLOR ST 1ST,CHICAGO,IL,60607,28,38,28-38,12,1586,Day Care Center Under 2 and 2 - 6 Years,,,2120005,ISSUE,09/20/2011,09/27/2011,09/27/2011,N,10/19/2011,10/15/2013,10/19/2011,10/19/2011,AAC,12/29/2012,,41.869219247,-87.662335407,"(41.869219246745565, -87.6623354074544)"
77496-20020816,1259479,47697,1,MADISON STREET CURRENCY EX INC,MADISON STREET CURR EXCH INC,1152 W MADISON ST 1ST,CHICAGO,IL,60607,25,7,25-7,12,1010,Limited Business License,,,77496,RENEW,,06/28/2002,08/13/2002,N,08/16/2002,08/15/2003,08/13/2002,10/02/2002,AAC,07/16/2003,,41.881738667,-87.656459779,"(41.88173866691828, -87.65645977925652)"
1168861-20030816,1374359,217989,1,"MASTERS TRAVEL & TOUR NETWORK, INC.","MASTERS TRAVEL & TOUR NETWORK, INC.",111 N WABASH AVE,CHICAGO,IL,60602,42,9,42-9,1,1133,Broker,,,1168861,RENEW,,06/24/2003,09/22/2003,N,08/16/2003,08/15/2004,09/22/2003,09/23/2003,AAC,05/20/2004,,41.883526492,-87.626082197,"(41.88352649174743, -87.62608219678731)"
24010-20030816,1363798,29922,1,METHODS & MATERALS,METHODS & MATERIALS,321 N JUSTINE ST  1,CHICAGO,IL,60607,27,33,27-33,12,1010,Limited Business License,,,24010,RENEW,,06/24/2003,08/04/2003,N,08/16/2003,08/15/2004,08/04/2003,08/05/2003,AAC,09/22/2003,,41.887235114,-87.66534767,"(41.88723511420791, -87.66534767026657)"
2152666-20120430,2152666,371832,1,VIVINN IMPORTS USA INC.,EZ FOOD MART,914 W MADISON ST 1ST,CHICAGO,IL,60607,25,1,25-1,12,1010,Limited Business License,,,2152666,ISSUE,04/26/2012,04/27/2012,04/27/2012,N,04/30/2012,05/15/2014,04/27/2012,04/30/2012,AAC,08/06/2012,,41.881833757,-87.650374325,"(41.88183375674966, -87.65037432513888)"
2496912-20170216,2496912,302488,2,"ROSE DEARBORN, INC.","ROSEBUD IN ""N"" OUT",1 S DEARBORN ST 1,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2496912,ISSUE,11/14/2016,11/18/2016,11/18/2016,N,02/16/2017,04/15/2018,02/16/2017,02/16/2017,AAC,03/06/2018,1,41.881936675,-87.62925348,"(41.88193667467421, -87.62925347991924)"
1696042-20060630,1696042,81365,27,"SODEXO AMERICA, LLC",TIERRA DEL SOL,233 S WACKER DR 2,CHICAGO,IL,60606,42,12,42-12,1,1477,Outdoor Patio,,,1696042,ISSUE,04/12/2006,05/05/2006,05/04/2006,N,06/30/2006,05/15/2007,06/30/2006,06/30/2006,AAC,01/12/2007,,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)"
1820056-20080416,1891457,317129,1,GAIL G. ALLEN & DEANNE R. JESTER,PROGRESSIVE EDUCATIONAL CONSULTING GROUP,53 W JACKSON BLVD 15TH 1531,CHICAGO,IL,60604,4,49,4-49,1,1010,Limited Business License,,,1820056,RENEW,,02/19/2008,04/14/2008,N,04/16/2008,04/15/2010,04/14/2008,04/15/2008,AAC,06/06/2008,,41.878050681,-87.629781008,"(41.878050680824906, -87.62978100842273)"
1274281-20160516,2453752,26131,2,"RHONA HOFFMAN GALLERY, LTD.",RHONA HOFFMAN GALLERY,118 N PEORIA ST,CHICAGO,IL,60607,27,1,27-1,12,1010,Limited Business License,,,1274281,RENEW,,03/15/2016,05/07/2016,N,05/16/2016,05/15/2018,05/07/2016,06/16/2016,AAC,03/07/2018,,41.883678098,-87.649898773,"(41.88367809838159, -87.64989877282324)"
1997667-20140516,2318052,317818,2,KATARZYNA  KAY,KASIA KAY ART PROJECTS,215 N ABERDEEN ST 1ST 1N,CHICAGO,IL,60607,27,7,27-7,12,1010,Limited Business License,,,1997667,RENEW,,03/15/2014,05/15/2014,N,05/16/2014,05/15/2016,05/15/2014,05/16/2014,AAC,11/27/2015,,41.88605889,-87.654339394,"(41.88605889026508, -87.65433939379685)"
71802-20061116,1747491,21702,3,A P DELI 5 INC,A. P. DELI 5,704 S WABASH AVE  1ST,CHICAGO,IL,60605,4,18,4-18,1,1006,Retail Food Establishment,,,71802,RENEW,,09/20/2006,02/28/2007,N,11/16/2006,11/15/2007,02/28/2007,02/28/2007,AAC,06/15/2007,,41.873000307,-87.626110339,"(41.87300030701985, -87.62611033935244)"
1894297-20080916,1920545,328738,1,"NATIONAL SURGICAL HOSPITALS, INC.",NATIONAL SURGICAL HOSPITALS,30 S WACKER DR 23RD 2302,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,1894297,RENEW,,07/15/2008,08/12/2008,N,09/16/2008,09/15/2010,08/12/2008,08/13/2008,AAC,09/14/2010,,41.881407212,-87.637155093,"(41.88140721163485, -87.63715509324663)"
2405033-20170116,2497948,16996,46,"BURNHAM NATIONWIDE, INC.",JACK MARTIN RILEY,111 W WASHINGTON ST 4TH 450,CHICAGO,IL,60602,42,9,42-9,1,4404,Regulated Business License,654,Employee of Expediter Service,2405033,RENEW,,11/15/2016,12/28/2016,N,01/16/2017,01/15/2019,12/28/2016,12/29/2016,AAC,03/08/2018,,41.883100962,-87.631263221,"(41.88310096249641, -87.63126322078455)"
2541977-20170707,2541977,362173,14,"JOHN LYLE & ASSOCIATES, INC.",MALLORY HOOBLER,1 N LA SALLE ST 13TH 1325,CHICAGO,IL,60602,42,9,42-9,1,4404,Regulated Business License,654,Employee of Expediter Service,2541977,ISSUE,06/20/2017,06/20/2017,06/20/2017,N,07/07/2017,06/15/2019,07/06/2017,07/07/2017,AAC,03/08/2018,,41.881990074,-87.632212876,"(41.88199007378305, -87.63221287591374)"
2569169-20171208,2569169,362173,16,"JOHN LYLE & ASSOCIATES, INC.",ELIZABETH MERRITT WIESE,1 N LA SALLE ST 13TH 1325,CHICAGO,IL,60602,42,9,42-9,1,4404,Regulated Business License,654,Employee of Expediter Service,2569169,ISSUE,11/16/2017,11/16/2017,11/16/2017,N,12/08/2017,06/15/2019,12/08/2017,12/08/2017,AAC,03/08/2018,,41.881990074,-87.632212876,"(41.88199007378305, -87.63221287591374)"
1914757-20130316,2227984,302412,4,"SHARP SHOOTER/SPECTRUM VENTURE, L.L.C.",SHARPSHOOTER IMAGING,1200 S LAKE SHORE DR 1,CHICAGO,IL,60605,4,18,4-18,1,1010,Limited Business License,,,1914757,RENEW,,01/17/2013,04/25/2013,N,03/16/2013,03/15/2015,04/25/2013,04/26/2013,AAC,02/03/2015,,41.867484227,-87.619150383,"(41.867484227164155, -87.61915038338188)"
16695-20081016,1923430,7318,1,CHECKERBOARD PRODUCTIONS INC,BUDDY GUY'S LEGENDS,754 S WABASH AVE,CHICAGO,IL,60605,4,18,4-18,1,1006,Retail Food Establishment,,,16695,RENEW,,08/15/2008,09/02/2008,N,10/16/2008,10/15/2010,09/02/2008,09/03/2008,AAC,03/25/2010,,41.872258708,-87.62609461,"(41.87225870806733, -87.62609460974379)"
2536616-20170707,2536616,362173,13,"JOHN LYLE & ASSOCIATES, INC.",MARK WILLIAM ZUKOWSKI,1 N LA SALLE ST 13TH 1325,CHICAGO,IL,60602,42,9,42-9,1,4404,Regulated Business License,654,Employee of Expediter Service,2536616,ISSUE,06/12/2017,06/12/2017,06/12/2017,N,07/07/2017,06/15/2019,07/07/2017,07/07/2017,AAC,03/08/2018,,41.881990074,-87.632212876,"(41.88199007378305, -87.63221287591374)"
2252613-20170116,2497940,16996,36,"BURNHAM NATIONWIDE, INC.",DANIEL J WADDELL,111 W WASHINGTON ST 4TH 450,CHICAGO,IL,60602,42,9,42-9,1,4404,Regulated Business License,654,Employee of Expediter Service,2252613,RENEW,,11/15/2016,12/28/2016,N,01/16/2017,01/15/2019,12/28/2016,12/29/2016,AAC,03/08/2018,,41.883100962,-87.631263221,"(41.88310096249641, -87.63126322078455)"
1771173-20160916,2479994,305679,2,"CAMBRIDGE REALTY CAPITAL, LLC","CAMBRIDGE REALTY CAPITAL, LLC",125 S WACKER DR  1800,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,1771173,RENEW,,07/15/2016,08/23/2016,N,09/16/2016,09/15/2018,08/23/2016,08/24/2016,AAC,03/09/2018,,41.880013427,-87.636572385,"(41.88001342713154, -87.63657238450709)"
73287-20041116,1524977,22031,1,"STOCKS & BLONDES, INC.",STOCKS & BLONDES,40 N WELLS ST,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,,,73287,RENEW,,09/27/2004,10/07/2004,N,11/16/2004,11/15/2005,10/07/2004,10/08/2004,AAC,07/20/2005,,41.882940597,-87.634006286,"(41.882940596901925, -87.63400628630511)"
1904350-20080523,1904350,331072,1,LENNY'S REAL BEEF COMPANY LLC,LENNY'S REAL BEEF COMPANY,150 N WACKER DR 25 2500,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,1904350,ISSUE,05/03/2008,05/22/2008,05/22/2008,N,05/23/2008,09/15/2008,05/22/2008,05/23/2008,AAC,08/21/2008,,41.884525461,-87.637216392,"(41.88452546095621, -87.63721639247488)"
1942835-20120416,2140850,339072,1,"BOOMERANG INFORMATION SERVICES, INC.","BOOMERANG INFORMATION SERVICES, INC.",53 W JACKSON BLVD 3 1420,CHICAGO,IL,60604,4,21,4-21,1,1930,Expediter - Class A,,,1942835,RENEW,,02/17/2012,04/02/2012,N,04/16/2012,04/15/2014,04/02/2012,04/03/2012,AAC,12/29/2012,,41.878050681,-87.629781008,"(41.878050680824906, -87.62978100842273)"
1272031-20021116,1294020,89021,4,BETRUS I. ISHAK,Pete's Valet,1400 S WABASH AVE,CHICAGO,IL,60605,3,55,3-55,1,1010,Limited Business License,,,1272031,RENEW,,09/24/2002,10/17/2002,N,11/16/2002,11/15/2003,10/17/2002,06/10/2003,AAC,06/25/2003,,41.863984893,-87.625896242,"(41.86398489321474, -87.62589624193642)"
1197211-20050516,1586365,63160,181,SP PLUS CORPORATION,STANDARD PARKING,333 N CANAL ST,CHICAGO,IL,60606,42,18,42-18,12,1002,Accessory Garage,,,1197211,RENEW,,03/23/2005,05/17/2005,N,05/16/2005,05/15/2006,05/17/2005,05/17/2005,AAC,05/04/2006,,41.887872174,-87.639806181,"(41.88787217395454, -87.63980618050175)"
1816211-20101216,2062151,86709,13,"ADA S. MCKINLEY COMMUNITY SERVICES, INC.","ADA S. MCKINLEY COMMUNITY SERVICES, INC.",725 S WELLS ST 1 1A,CHICAGO,IL,60607,25,1,25-1,1,1010,Limited Business License,,,1816211,RENEW,,10/15/2010,11/02/2010,N,12/16/2010,12/15/2012,11/02/2010,11/03/2010,AAC,12/10/2012,,41.872823362,-87.633444605,"(41.87282336170215, -87.63344460479598)"
9152-20160416,2447892,26031,1,"CONTINENTAL STYLISTS, LTD.",CONTINENTAL STYLISTS,231 S LA SALLE ST  A-100,CHICAGO,IL,60604,42,9,42-9,1,1010,Limited Business License,894,Hair Services,9152,RENEW,,02/15/2016,02/27/2016,N,04/16/2016,04/15/2018,02/27/2016,02/29/2016,AAC,03/09/2018,,41.878542932,-87.632120577,"(41.87854293163992, -87.63212057674588)"
1069091-20030816,1372855,205089,1,TOMOHIDE OHTOMO,TOM OHTOMO DENTAL LABORATORY,111 N WABASH AVE  2011,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1069091,RENEW,,06/24/2003,07/17/2003,N,08/16/2003,08/15/2004,07/22/2003,09/05/2003,AAC,08/11/2004,,41.883526492,-87.626082197,"(41.88352649174743, -87.62608219678731)"
52954-20140416,2310090,38540,1,"CLUNE CONSTRUCTION COMPANY, L.P.","CLUNE CONSTRUCTION CO., L.P.",10 S LA SALLE ST  STE.,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,52954,RENEW,,02/15/2014,03/17/2014,N,04/16/2014,04/15/2016,03/17/2014,03/18/2014,AAC,02/18/2016,,41.881674757,-87.632504189,"(41.88167475683708, -87.63250418895821)"
1942380-20110116,2065792,16996,1,"BURNHAM NATIONWIDE, INC.","BURNHAM NATIONWIDE, INC.",111 W WASHINGTON ST  450,CHICAGO,IL,60602,42,9,42-9,1,1930,Expediter - Class A,,,1942380,RENEW,,11/15/2010,01/03/2011,N,01/16/2011,01/15/2013,01/03/2011,01/04/2011,AAC,12/29/2012,,41.883100962,-87.631263221,"(41.88310096249641, -87.63126322078455)"
1937793-20100516,2025872,338163,1,"TRIALGRAPHIX, INC","TRIALGRAPHIX, INC",954 W WASHINGTON BLVD 2ND & 3RD 380,CHICAGO,IL,60607,27,57,27-57,12,1010,Limited Business License,,,1937793,RENEW,,03/15/2010,05/14/2010,N,05/16/2010,05/15/2012,05/14/2010,05/17/2010,AAC,12/29/2011,,41.883175923,-87.651928734,"(41.8831759233391, -87.6519287344125)"
21348-20160516,2453422,8869,1,"NEALEY'S FOODS, INC.",NEALEY FOODS INCORPORATED,900-910 W FULTON MARKET   1,CHICAGO,IL,60607,27,1,27-1,12,1007,Wholesale Food Establishment,864,Wholesale Food Sales,21348,RENEW,,03/15/2016,04/20/2016,N,05/16/2016,05/15/2018,04/20/2016,07/20/2016,AAC,03/12/2018,,41.88687698,-87.649901426,"(41.88687698019241, -87.64990142603563)"
1271987-20051116,1629168,31888,2,HIGHLIGHT ELECTRONICS,HIGHLITE JEWELRY INC,58 E RANDOLPH ST,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,1271987,RENEW,,09/22/2005,11/14/2005,N,11/16/2005,11/15/2006,11/14/2005,11/15/2005,AAC,04/20/2006,,41.884607626,-87.625767465,"(41.884607625636534, -87.62576746546853)"
2355011-20170216,2505459,393265,1,820 RESTAURANT LLC,TAPWORKS,820 W JACKSON BLVD 1,CHICAGO,IL,60607,27,58,27-58,12,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2355011,RENEW,,12/15/2016,08/29/2017,N,02/16/2017,02/15/2019,08/29/2017,08/30/2017,AAC,03/13/2018,16,41.878043475,-87.648180211,"(41.878043475002826, -87.64818021093538)"
1248832-20100916,2045401,248557,1,GREAT ARC TECHNOLOGIES,GREAT ARC TECHNOLOGIES,205 W WACKER DR 1320,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,1248832,RENEW,,07/15/2010,09/07/2010,N,09/16/2010,09/15/2012,09/07/2010,09/08/2010,AAC,01/24/2012,,41.886707304,-87.634150393,"(41.886707304096035, -87.63415039321221)"
1678370-20080916,1918676,253963,5,LAKESHORE EAST LLC,LAKESHORE EAST LLC,303 E WACKER DR  2750,CHICAGO,IL,60601,42,50,42-50,1,1020,Residential Real Estate Developer,,,1678370,RENEW,,07/15/2008,09/10/2008,N,09/16/2008,09/15/2010,09/10/2008,09/11/2008,AAC,09/14/2010,,41.887705379,-87.620588144,"(41.88770537937826, -87.62058814392799)"
2256158-20160416,2447608,8970,127,"COMPASS GROUP USA, INC.",EUREST DINING SERVICES,50 S LA SALLE ST 5TH FLOOR 5,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2256158,RENEW,,02/15/2016,03/03/2016,N,04/16/2016,04/15/2018,03/03/2016,03/04/2016,AAC,03/13/2018,,41.880705104,-87.632476305,"(41.88070510431831, -87.63247630514623)"
2256160-20160416,2447607,8970,126,"COMPASS GROUP USA, INC.",EUREST DINING SERVICES,801 S CANAL ST 2 2ND,CHICAGO,IL,60607,25,28,25-28,1,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2256160,RENEW,,02/15/2016,03/03/2016,N,04/16/2016,04/15/2018,03/03/2016,03/04/2016,AAC,03/13/2018,,41.87199613,-87.639204292,"(41.8719961299128, -87.63920429168549)"
5774-20060516,1689686,85450,1,OSCAR & ASSOCIATES INC.,OSCAR & ASSOCIATES,717 S WELLS ST,CHICAGO,IL,60607,25,1,25-1,1,1010,Limited Business License,,,5774,RENEW,,03/27/2006,05/04/2006,N,05/16/2006,05/15/2007,05/04/2006,05/05/2006,AAC,07/31/2006,,41.872967473,-87.633447809,"(41.87296747271569, -87.63344780864057)"
1331003-20160416,2447551,8970,56,"COMPASS GROUP USA, INC.",Madison Street Cafe,70 W MADISON ST LL1,CHICAGO,IL,60602,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1331003,RENEW,,02/15/2016,03/14/2016,N,04/16/2016,04/15/2018,03/14/2016,03/16/2016,AAC,03/13/2018,,41.882093367,-87.630391645,"(41.882093367301316, -87.63039164462683)"
2355010-20170216,2505460,393265,1,820 RESTAURANT LLC,TAPWORKS,820 W JACKSON BLVD 1,CHICAGO,IL,60607,27,58,27-58,12,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2355010,RENEW,,12/15/2016,08/29/2017,N,02/16/2017,02/15/2019,08/29/2017,08/30/2017,AAC,03/13/2018,16,41.878043475,-87.648180211,"(41.878043475002826, -87.64818021093538)"
16263-20020816,1255360,27992,1,AL-ROB'S FASHIONS INC,AL-ROB'S FASHIONS INC,1244 S HALSTED ST,CHICAGO,IL,60607,11,3,11-3,12,1010,Limited Business License,,,16263,RENEW,,06/28/2002,,N,08/16/2002,08/15/2003,08/05/2002,08/06/2002,AAC,08/12/2002,,41.86584319,-87.647024703,"(41.86584318972888, -87.64702470301891)"
1245480-20050516,1589089,246722,1,LASALLE STAFFING INC,LASALLE STAFFING INC,111 W WASHINGTON ST,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1245480,RENEW,,03/23/2005,05/09/2005,N,05/16/2005,05/15/2006,05/09/2005,05/10/2005,AAC,05/27/2005,,41.883100962,-87.631263221,"(41.88310096249641, -87.63126322078455)"
40083-20020816,1256922,34123,1,OLIVA FOODS  INC,OLIVA FOODS INC,857 W WAYMAN ST 1ST,CHICAGO,IL,60607,27,1,27-1,12,1007,Wholesale Food Establishment,,,40083,RENEW,,06/28/2002,01/08/2003,N,08/16/2002,08/15/2003,01/08/2003,01/09/2003,AAC,02/06/2003,,41.887246253,-87.649795693,"(41.88724625253203, -87.64979569267958)"
1245363-20080916,1918614,246665,1,"WTD CONSULTING, INC.",W T D CONSULTING INC.,300 W ADAMS ST 5 512,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,1245363,RENEW,,07/15/2008,08/22/2008,N,09/16/2008,09/15/2010,08/22/2008,08/25/2008,AAC,09/10/2010,,41.879477859,-87.635311026,"(41.87947785944255, -87.63531102568936)"
