restaurantID,name,location,reviewCount,rating,categories,address,Hours,GoodforKids,AcceptsCreditCards,Parking,Attire,GoodforGroups,PriceRange,TakesReservations,Delivery,Takeout,WaiterService,OutdoorSeating,WiFi,GoodFor,Alcohol,NoiseLevel,Ambience,HasTV,Caters,WheelchairAccessible,webSite,phoneNumber,filReviewCount
IFrmf-ip4I5U0DjuRQqupw,"Corner Bakery Cafe","Corner Bakery Cafe - The Loop - Chicago, IL",41,3,"Restaurants, Sandwiches, Breakfast & Brunch, Event Planning & Services, Caterers, METADATA","224 S Michigan Ave (between Jackson Dr & Adams St) Chicago, IL 60604 Neighborhood: The Loop","Mon-Fri 6:30 am - 8:30 pm Sat 7:30 am - 8:30 pm Sun 7:30 am - 5 pm",Yes,Yes,,Casual,Yes,$,No,Yes,Yes,No,No,Free,Lunch,No,Loud,,No,Yes,Yes,http://www.cornerbakerycafe.com,"(312) 431-7600",2
iGFLwc5sEWhoqghYPqzLMA,"Linebarger Goggan Blair & Sampson Llp","Linebarger Goggan Blair & Sampson Llp - The Loop - Chicago, IL",11,1,"Professional Services, Lawyers, METADATA","233 E Wacker Dr Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 655-0160",16
iHubZXCGbYdw16TvfU5GKg,"Vista Carry Out","Vista Carry Out - The Loop - Chicago, IL",8,3,"Restaurants, Italian, METADATA","233 N Michigan Ave (between Lake St & Wacker Pl) Chicago, IL 60601 Neighborhood: The Loop",,Yes,Yes,,Casual,No,$,No,No,Yes,No,No,,Lunch,No,,,,,,,"(312) 565-0312",0
Ih_gfTmnqf_Rl3Yzr0sJAQ,"Triple 1 Chinese Restaurant","Triple 1 Chinese Restaurant - CLOSED - The Loop - Chicago, IL",70,4,"Restaurants, Chinese, METADATA","177 N State St Ste 200 (between Benton Pl & Couch Pl) Chicago, IL 60601 Neighborhood: The Loop",,Yes,No,Street,Casual,Yes,$$,No,No,No,No,Yes,No,"Lunch, Dinner",No,Quiet,"Divey, Casual",,Yes,No,,"(312) 332-8886",16
IIFBHW_U75_o-X2phRUCNw,"Clear Home Internet","Clear Home Internet - Near West Side - Chicago, IL",42,2,"Home Services, Internet Service Providers, Professional Services, METADATA","2 N Riverside Plz (between Washington Blvd & Madison St) Chicago, IL 60606 Neighborhood: Near West Side",,,,,,,,,,,,,,,,,,,,,http://www.clear.com,"(312) 445-9209",122
IIvLShjyP6F-DYJ8QAcrZA,"La Cocina","La Cocina - The Loop - Chicago, IL",82,4,"Restaurants, Mexican, METADATA","45 N Wells St Chicago, IL 60606 Neighborhood: The Loop",,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,No,Lunch,No,Loud,Casual,No,,Yes,http://www.lacocinamexicangrillchiâ€¦,"(312) 346-1638",5
ik7AItX8aAsIPvDGp16Bqw,"Allstars Sports Bar & Grill","Allstars Sports Bar & Grill - The Loop - Chicago, IL",28,3,"Nightlife, Bars, Sports Bars, Restaurants, American (Traditional), METADATA","205 W Wacker Dr (between Post Pl & Adams St) Chicago, IL 60606 Neighborhood: The Loop","Mon-Fri 11 am - 11 pm Sat 12 pm - 11 pm",No,Yes,"Garage, Street",Casual,Yes,$$,Yes,Yes,Yes,Yes,Yes,Free,Lunch,"Full Bar",Average,Casual,Yes,Yes,Yes,http://www.allstarschicago.com,"(312) 977-1010",10
IK8jWUpshpSSiBrOjJC-Ag,"Excellence Painting","Excellence Painting - South Loop - Chicago, IL",10,5,"Home Services, Painters, METADATA","Chicago, IL 60605",,,No,,,,,,,,,,,,,,,,,,http://www.excellenceorganicpaintiâ€¦,"(773) 663-9613",21
iKrvwY844nyHWkk1ZIxNGg,"The Lounge","The Lounge - The Loop - Chicago, IL",2,4,"Restaurants, American (New), METADATA","151 W Adams St Chicago, IL 60604 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.jwmarriottchicago.com/,,0
il1u6WkqbnqQ_uP56xyVSA,"XEX Hair Gallery","XEX Hair Gallery - The Loop - Chicago, IL",67,4,"Beauty and Spas, Hair Salons, METADATA","35 W Wacker Dr (between Dearborn St. & W. Wacker Dr.) Chicago, IL 60601 Neighborhood: The Loop","Mon 10 am - 6 pm Tue-Thu 10 am - 8 pm Fri 10 am - 7 pm Sat 9 am - 6 pm",Yes,Yes,Validated,,,$$,,,,,,,,,,,,,Yes,http://www.xexchicago.com,"(312) 372-9211",245
ilFMsAj8fbyxFZqPV5gixg,"Chicago Board of Trade","Chicago Board of Trade - The Loop - Chicago, IL",16,4,"Financial Services, Investing, METADATA","141 W Jackson Blvd Lbby 1 (at Michigan Ave) Chicago, IL 60604 Neighborhood: The Loop","Mon-Fri 8 am - 4 pm",,,,,,,,,,,,,,,,,,,,http://www.cmegroup.com,"(312) 697-7900",0
iM1xubql8Losmqxzdjc4yQ,"Jimmy John's","Jimmy John's - The Loop - Chicago, IL",1,4,"Restaurants, Sandwiches, METADATA","28 N Clark St (between Calhoun Pl & Washington St) Chicago, IL 60602 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://jimmyjohns.com,"(312) 629-1800",0
iMLYWqumQ8y41mNRFL3-TA,"Adele Vydra Massage Therapy","Adele Vydra Massage Therapy - The Loop - Chicago, IL",8,4,"Beauty and Spas, Massage, METADATA","55 E Washington St (between Wabash Ave & Dearborn St) Chicago, IL 60602 Neighborhood: The Loop","Mon-Sat 7:30 am - 11:30 pm",,Yes,Street,,,$$,,,,,,,,,,,,,Yes,http://www.adelemassage.com,"(312) 782-1406",12
iNxkCEIBW08hSNKwJN7Q_g,Sephora,"Sephora - The Loop - Chicago, IL",44,4,"Beauty and Spas, Cosmetics & Beauty Supply, Shopping, METADATA","108 N State St Unit # 134 (between Washington St & Court Pl) Chicago, IL 60602 Neighborhood: The Loop",,,Yes,,,,$$,,,,,,,,,,,,,Yes,http://www.sephora.com,"(312) 263-8688",0
INXUGIdFAvzpGKqpX9jXVQ,"Friedman & Bonebrake","Friedman & Bonebrake - The Loop - Chicago, IL",1,5,"Professional Services, Lawyers, Personal Injury Law, METADATA","10 S LaSalle St Ste 3507 Chicago, IL 60603 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.attorneyillinois.net/,"(312) 466-8200",2
IoY7yWBXXpK-547-mh2QMA,"Critical Mass","Critical Mass - The Loop - Chicago, IL",18,3,"Professional Services, METADATA","225 N Michigan Ave (between Lake St & Wacker Pl) Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.criticalmass.com,"(312) 288-2500",5
ipinTVbslsMfSaneB04zww,"Chicago Carry Out","Chicago Carry Out - South Loop - Chicago, IL",19,3,"Restaurants, Burgers, Breakfast & Brunch, American (Traditional), METADATA","Travelodge Hotel 63 E Harrison St Chicago, IL 60605 Neighborhood: South Loop","Mon-Thu 6:30 am - 7 pm Fri 6:30 am - 6 pm Sat 6:30 am - 2 pm Sun 7 am - 2 pm",Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,Free,Lunch,No,"Very Loud",,Yes,No,Yes,http://www.CCOChicagoCarryOut.com,"(312) 341-1270",1
IpMo9U-WcRbCAxJRG5LRnA,"JW Marriott","JW Marriott - The Loop - Chicago, IL",35,4,"Event Planning & Services, Hotels, Hotels & Travel, METADATA","151 W. Adams (between La Salle St & Wells St) Chicago, IL 60603 Neighborhood: The Loop",,,Yes,,,,$$$,,,,,,Paid,,,,,,,,http://www.jwmarriottchicago.com,"(312) 660-8200",8
ipOnZ3HVypcvDOJOvIxWYA,"Chicago Pizza Tours","Chicago Pizza Tours - The Loop - Chicago, IL",61,5,"Hotels & Travel, Tours, Restaurants, Pizza, METADATA","Chicago, IL 60603 Neighborhood: The Loop","Mon, Fri-Sun 11 am - 2 pm Thu 7:30 pm - 11:30 pm",Yes,Yes,Garage,Casual,Yes,$$$,Yes,No,No,No,No,No,Lunch,No,Average,Casual,No,No,No,http://www.chicagopizzatours.com/,"(800) 979-3370",36
IPP2ws0gZRGh52jcJsCKLg,"Office Depot","Office Depot - The Loop - Chicago, IL",15,3,"Shopping, Office Equipment, METADATA","6 S State Street Chicago, IL 60603 Neighborhood: The Loop",,,Yes,Street,,,$$,,,,,,,,,,,,,Yes,,"(312) 781-0570",5
IPPbv5-fyX-BvOC2je9KLQ,"H.R. Jewelers, Inc. & Henry's Hand Engraving & Watch Repair","H.R. Jewelers, Inc. & Henry's Hand Engraving & Watch Repair - The Loop - Chicago, IL",5,4,"Shopping, Jewelry, Antiques, Local Services, Watch Repair, METADATA","5 S Wabash Ave Suite 1000 Chicago, IL 60603 Neighborhood: The Loop",,,Yes,,,,$$,,,,,,,,,,,,,,http://hrjewelers.com/,"(312) 263-6394",2
IQhWLNlHEaTc6-oLR0zRTw,"Leavens, Strand, Glover & Adler, LLC","Leavens, Strand, Glover & Adler, LLC - The Loop - Chicago, IL",1,5,"Professional Services, Lawyers, METADATA","203 N Lasalle Ste 2550 Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://lsglegal.com,"(312) 488-4170",0
IQoKEl0IXf-mD6xAl6gbng,"Obama Election Night Rally","Obama Election Night Rally - The Loop - Chicago, IL",17,5,"Local Flavor, METADATA","Grant Park, Hutchinson Field 331 E Randolph St Chicago, IL 60601 Neighborhood: The Loop",,Yes,,,,,,,,,,,,,,,,,,,,,1
IQSdTSf_lYqapnW9LXaI0Q,"Primebar Chicago","Primebar Chicago - The Loop - Chicago, IL",89,4,"Restaurants, American (New), Nightlife, Bars, METADATA","155 N Wacker Dr (between Adams St & Randolph St) Chicago, IL 60606 Neighborhood: The Loop","Mon-Fri 11 am - 11 pm",No,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,Yes,Free,"Lunch, Dinner","Full Bar",Average,Trendy,Yes,Yes,Yes,http://www.primebarchicago.com/,"(312) 884-0000",26
iqXgd3OnDmuHGrtRKusUkA,"Potbelly Sandwich Works","Potbelly Sandwich Works - The Loop - Chicago, IL",22,4,"Restaurants, Sandwiches, METADATA","175 W Jackson Blvd (between Jackson Blvd & Wells St) Chicago, IL 60604 Neighborhood: The Loop",,Yes,Yes,Street,Casual,Yes,$,No,Yes,Yes,No,Yes,,Lunch,No,,,,,Yes,http://www.potbelly.com,"(312) 588-1150",1
IS8V9ivSWrmTm8wU-QS0Jg,"Market Creations","Market Creations - The Loop - Chicago, IL",49,4,"Restaurants, Buffets, METADATA","Sears Tower 233 S Wacker Dr Chicago, IL 60606 Neighborhood: The Loop","Mon-Fri 7 am - 5 pm",Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,No,Lunch,No,Average,,No,No,Yes,http://marketcr.startlogic.com,,3
IsBTQFQxzNQPRdti4JZLoA,"Zayna Bakes","Zayna Bakes - South Loop - Chicago, IL",20,5,"Food, Bakeries, METADATA","Chicago, IL 60605","Mon-Sun 9 am - 5 pm",,Yes,,,,$,,,,,,,,,,,,,,http://www.zaynabakes.com,"(248) 361-5865",4
iSyJ9Hf4LA94QtGdJkO38g,"Sam the Shoe Doctor","Sam the Shoe Doctor - The Loop - Chicago, IL",10,4,"Local Services, Shoe Repair, METADATA","175 W Randolph St (between Beaubien Ct & Stetson Ave) Chicago, IL 60601 Neighborhood: The Loop","Mon-Fri 7:30 am - 5:30 pm",,Yes,,,,,,,,,,,,,,,,,,http://www.samsshoerepair.net,"(312) 372-2655",4
it9GEjDcL-bfAjtyEOg61w,Starbucks,"Starbucks - The Loop - Chicago, IL",1,1,"Food, Coffee & Tea, METADATA","Millenium Park Metra Station 151 N Michigan Ave Chicago, IL 60601 Neighborhood: The Loop",,,Yes,,,,$,,,,,No,,,,,,,,,http://www.starbucks.com,"(312) 297-0929",0
ITK4GhjAuzeJAB8RXedQGg,"Chi-Town Pizza Express","Chi-Town Pizza Express - The Loop - Chicago, IL",8,3,"Restaurants, Pizza, METADATA","Randolph/ Millenium Park Train Station 151 N Michigan Ave, Unit C-17 Chicago, IL 60601 Neighborhood: The Loop",,,Yes,,Casual,,$,No,Yes,Yes,No,No,,,No,,,,,Yes,,"(312) 938-1111",2
iUWJoWJlTfqZrlvMvcgdQQ,"200 N Dearborn Management Ofc","200 N Dearborn Management Ofc - The Loop - Chicago, IL",5,2,"Add, METADATA","200 N Dearborn St Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 704-1251",3
IUXMbGy7VNZI35co_OZcwQ,Olive.You.Nanny,"Olive.You.Nanny - The Loop - Chicago, IL",5,4,"Local Services, Child Care & Day Care, METADATA","27 N Wacker Dr #573 (between Madison St & State St) Chicago, IL 60606 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.oliveyounanny.com/,"(773) 208-3370",8
IvaQMka1Sd_m1JnzL-Je0g,"Ascend Training & Consulting","Ascend Training & Consulting - The Loop - Chicago, IL",6,5,"Education, Adult Education, Private Tutors, METADATA","410 S Michigan Ave (between Congress Pky & Congress Plaza Dr) Chicago, IL 60605 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.ascendtraining.com,"(312) 334-2140",27
IvLSbW_4Cu2ngDcw2Aau3w,"Metro Deli & Cafe","Metro Deli & Cafe - Near West Side - Chicago, IL",15,3,"Restaurants, Diners, Nightlife, Bars, Dive Bars, METADATA","210 S Canal Street Chicago, IL 60606 Neighborhood: Near West Side",,No,Yes,,Casual,Yes,$$$,No,No,Yes,No,No,No,,"Full Bar",Average,,Yes,No,,,"(312) 655-0600",15
IwjqbOHroTGIf84Fr9Uxzg,"Michelle Knabe, DDS","Michelle Knabe, DDS - The Loop - Chicago, IL",24,5,"Health and Medical, Dentists, General Dentistry, METADATA","25 E Washington St Ste 1721 (between State St & Holden Ct) Chicago, IL 60602 Neighborhood: The Loop","Tue, Thu-Fri 7 am - 7 pm Sat 8 am - 5 pm",,,,,,,,,,,,,,,,,,,,,"(312) 701-0100",8
IWLGlIrX8UjiRzlwqCCc7Q,"Computer Gurus","Computer Gurus - South Loop - Chicago, IL",4,3,"Local Services, IT Services & Computer Repair, METADATA","1130 S Wabash Ave Ste 100 (between 11th St & Roosevelt Rd) Chicago, IL 60605 Neighborhood: South Loop",,,Yes,,,,,,,,,,,,,,,,,,http://www.computersgurus.com,"(312) 428-7500",21
IwMFYvd_LYY8DH5s_goRKg,"Pizano's Pizza & Pasta Frozen Division","Pizano's Pizza & Pasta Frozen Division - The Loop - Chicago, IL",1,3,"Professional Services, Lawyers, METADATA","67 E Madison St Chicago, IL 60603 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 236-1810",1
iX9dd3qg8GSFd82ZFaRdWw,"Scott D Hite, MD","Scott D Hite, MD - The Loop - Chicago, IL",15,3,"Health and Medical, Doctors, METADATA","Women's Health Consulting 200 S Michigan Ave, Ste 1550 Chicago, IL 60604 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.loopobgyn.com,"(312) 263-5517",2
IxuduyUqSXweO__NsrcakA,"Asian Chao and Villa Italian","Asian Chao and Villa Italian - The Loop - Chicago, IL",5,2,"Restaurants, Italian, METADATA","18 W Jackson Blvd (between State St & Wabash Ave) Chicago, IL 60604 Neighborhood: The Loop",,,Yes,,,,$,,,,,,,,,,,,,,,,2
iXzQYelNxUuP1XsMDvEsLw,"La Cocina","La Cocina - The Loop - Chicago, IL",72,4,"Restaurants, Mexican, METADATA","178 N Franklin St (between Monroe St & Couch Pl) Chicago, IL 60606 Neighborhood: The Loop","Mon-Fri 7 am - 5 pm",Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,No,Lunch,No,Average,Casual,No,,Yes,http://www.lacocinamexicangrillchiâ€¦,"(312) 781-1982",4
IY2zuBkaIXlpoIzgWYmzFg,"B-96 Wbbm FM","B-96 Wbbm FM - The Loop - Chicago, IL",10,3,"Mass Media, Radio Stations, METADATA","180 N Stetson St (between Randolph St & Lake St) Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 944-6000",1
Iy3EWJcV-OXsg0NqkJlG6w,"H&R Block","H&R Block - The Loop - Chicago, IL",1,2,"Financial Services, Tax Services, METADATA","179 W Washington Street Chicago, IL 60602 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 424-0268",0
IYQaGmaV6wIxm3DNu8EL0g,"Cadillac Palace Theatre","Cadillac Palace Theatre - The Loop - Chicago, IL",90,4,"Arts & Entertainment, Performing Arts, Cinema, METADATA","151 W Randolph St (between Beaubien Ct & Stetson Ave) Chicago, IL 60601 Neighborhood: The Loop",,Yes,,,,,,,,,,,,,,,,,,,,"(312) 977-1700",9
iYZZmQGHC28G-oZcIa4CUw,"Sidebar Grille","Sidebar Grille - The Loop - Chicago, IL",180,4,"Restaurants, American (Traditional), Nightlife, Bars, METADATA","221 N LaSalle St Chicago, IL 60601 Neighborhood: The Loop","Mon-Wed 11 am - 10 pm Thu-Fri 11 am - 11 pm",No,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,No,Free,"Lunch, Dinner","Full Bar",Loud,Casual,Yes,,Yes,http://www.sidebargrille.com,"(312) 739-3900",16
iZBZ977GeFuuzyOl5Iz0yg,"Nick's Fishmarket","Nick's Fishmarket - CLOSED - Chicago, IL",82,4,"Restaurants, Seafood, METADATA","51 S. Clark Street Lobby 1 Chicago, IL 60603",,No,Yes,"Street, Valet",Dressy,Yes,$$$,Yes,No,Yes,Yes,No,,Dinner,"Full Bar",,,,,Yes,http://www.nicks-fishmarket.com,"(312) 621-0200",8
IZfiCBUGL0h32C9wLmK2iQ,"Taco Fresco","Taco Fresco - The Loop - Chicago, IL",34,3,"Restaurants, Mexican, METADATA","180 N Wells St Chicago, IL 60606 Neighborhood: The Loop",,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,,Lunch,No,Average,,,,,,"(312) 917-1007",3
IzfrEfTilj20WeVW2v6cTA,"The Addams Family Musical","The Addams Family Musical - The Loop - Chicago, IL",9,2,"Arts & Entertainment, Performing Arts, METADATA","Oriental Theater 24 W. Randolph St Chicago, IL 60602 Neighborhood: The Loop",,No,,,,,,,,,,,,,,,,,,,http://www.theaddamsfamilymusical.â€¦,"(312) 977-1710",2
i_8xMxH_Ftp4E197CxUUfQ,"Au Bon Pain","Au Bon Pain - The Loop - Chicago, IL",42,3,"Restaurants, Sandwiches, Food, Bakeries, METADATA","200 E Randolph St (at Stetson Ave) Chicago, IL 60601 Neighborhood: The Loop","Mon-Fri 6 am - 6 pm",Yes,Yes,,Casual,Yes,$$,No,No,Yes,No,Yes,,"Lunch, Breakfast",No,,,No,,Yes,,"(312) 616-9249",1
i_Po4JpRK1DWfEBzxtkyuA,"Facial Studio Magdalena","Facial Studio Magdalena - The Loop - Chicago, IL",10,5,"Beauty and Spas, Skin Care, Hair Removal, METADATA","233 E Wacker Dr Chicago, IL 60601 Neighborhood: The Loop","Mon-Sat 10 am - 6 pm",,Yes,Validated,,,$$,,,,,,,,,,,,,Yes,http://facialstudiomagdalena.com/,"(773) 501-5440",5
J-i3frdwkM0prRxH98Zp2Q,"Native Foods Cafe","Native Foods Cafe - The Loop - Chicago, IL",100,4,"Restaurants, Vegan, Vegetarian, METADATA","218 S Clark St Chicago, IL 60604 Neighborhood: The Loop","Mon-Fri 10:30 am - 8 pm Sat 10:30 am - 4 pm",Yes,Yes,Street,Casual,Yes,$$,No,No,Yes,No,No,No,Lunch,"Beer & Wine Only",Average,Casual,No,No,,http://www.nativefoods.com,"(312) 332-6332",10
J0DmCPu8iXEyHFwt2pE7ew,"Mark J Gargiulo, DDS","Mark J Gargiulo, DDS - The Loop - Chicago, IL",1,5,"Health and Medical, Dentists, General Dentistry, METADATA","30 N Michigan Ave Ste 1904 Chicago, IL 60602 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 372-2569",3
j15u6g3ULx010Q-VspelbA,ItaliAsia,"ItaliAsia - Near North Side - Chicago, IL",47,3,"Restaurants, Italian, Asian Fusion, METADATA","Holiday Inn Chicago Mart Plaza 350 W Mart Ctr Dr, 15th Fl Chicago, IL 60606 Neighborhoods: Near North Side, River North","Mon-Sun 6:30 am - 11 pm",No,Yes,"Private Lot",Casual,Yes,$$,Yes,No,Yes,Yes,No,Free,Dinner,"Full Bar",Average,,No,,Yes,http://www.italiasiarestaurant.com,"(312) 529-1157",16
J1JJT2MH1eI3P9XMJpT8DQ,"Keefer's Kaffe","Keefer's Kaffe - Near North Side - Chicago, IL",21,4,"Restaurants, American (Traditional), American (New), Sandwiches, METADATA","20 W Kinzie St Chicago, IL 60601 Neighborhood: Near North Side",,Yes,Yes,,Casual,No,$$,No,,Yes,No,No,No,Lunch,No,Average,,Yes,,,http://www.keefersrestaurant.com,"(312) 467-9525",2
J2CPX8WkSvHFxiLHqzXwvw,"Harlan J Berk","Harlan J Berk - The Loop - Chicago, IL",7,4,"Shopping, Antiques, Arts & Entertainment, Art Galleries, METADATA","31 N Clark St (between Washington St & Calhoun Pl) Chicago, IL 60602 Neighborhood: The Loop","Mon-Fri 9 am - 4:30 pm",No,Yes,,,,$$$,,,,,,,,,,,,,Yes,http://www.hjbltd.com,"(312) 609-0016",9
j3TxRholLijW1atv_jixMA,"Mezza Grilled Wraps & Pitas","Mezza Grilled Wraps & Pitas - Near West Side - Chicago, IL",29,4,"Restaurants, Greek, Mediterranean, METADATA","2 N Riverside Plz (between Madison St & Monroe St) Chicago, IL 60606 Neighborhood: Near West Side",,Yes,Yes,,Casual,Yes,$,No,No,Yes,Yes,No,,,No,,,No,,Yes,http://www.mezzagrill.com,"(312) 575-9950",0
j4Hfca8T_8YbrLIPL-2ylw,"Market Thyme","Market Thyme - The Loop - Chicago, IL",2,4,"Restaurants, Food Court, METADATA","200 E Randolph (at Stetson Ave) Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,No,,,,,,,,Average,,,,,,,0
J4uI8m5S1Po832OYm9WOsg,Starbucks,"Starbucks - The Loop - Chicago, IL",9,4,"Food, Coffee & Tea, METADATA","8 N Michigan Ave Chicago, IL 60602 Neighborhood: The Loop",,,,,,,$,,,,,Yes,Free,,,,,,,,,,2
j5f0rKsLM32yiARknojJVw,Nakamol,"Nakamol - The Loop - Chicago, IL",3,5,"Shopping, Jewelry, METADATA","326 N Michigan Ave (between Wacker Pl & Macchesneyer Dr) Chicago, IL 60601 Neighborhood: The Loop","Mon-Sat 9:30 am - 6:30 pm Sun 10:30 am - 5:30 pm",,Yes,,,,$$,,,,,,,,,,,,,,http://www.nakamolchicago.com,"(312) 870-0230",1
j5F2uOcwAH-fSIFVwxQvYA,"Jamba Juice","Jamba Juice - The Loop - Chicago, IL",25,4,"Food, Juice Bars & Smoothies, METADATA","20 N Michigan Ave Chicago, IL 60602 Neighborhood: The Loop",,,Yes,Street,,,$$$,,,,,,Free,,,,,,,Yes,http://www.jambajuice.com,"(312) 726-7281",1
j5FB2gQ4LgN6zfnjVFVSZw,"European Foot & Ankle Clinic","European Foot & Ankle Clinic - Near Southside - Chicago, IL",3,4,"Health and Medical, Doctors, Sports Medicine, Orthopedists, METADATA","1440 S Michigan Ave (at 14th St) Chicago, IL 60605 Neighborhood: Near Southside",,,,,,,,,,,,,,,,,,,,,,"(773) 205-0106",1
j6_1lkGjiXug4ndVTsCp2A,"Red Witch Tall Ship","Red Witch Tall Ship - Near Southside - Chicago, IL",22,4,"Active Life, Boating, Event Planning & Services, Boat Charters, METADATA","Burnham Park Harbor 598 E Waldron Chicago, IL 60605 Neighborhood: Near Southside",,Yes,Yes,,,,,,,,,,,,,,,,,,http://www.redwitch.com/,"(312) 469-0233",13
J7kQCckuw2rBfTq6GuU29g,"Skin Wellness Center of Chicago","Skin Wellness Center of Chicago - The Loop - Chicago, IL",27,3,"Beauty and Spas, Skin Care, Health and Medical, Doctors, Dermatologists, METADATA","111 N Wabash Ave Chicago, IL 60602 Neighborhood: The Loop",,,Yes,Garage,,,$$$,,,,,,,,,,,,,Yes,http://www.skinwellnesscenter.org/,"(312) 236-9950",41
j8OouzDMQNq0lH9ci5mQkA,"Sweet Petal","Sweet Petal - Printer's Row - Chicago, IL",27,5,"Shopping, Flowers & Gifts, Florists, METADATA","537 S Dearborn St (between Congress Pky & Harrison St) Chicago, IL 60605 Neighborhoods: Printer's Row, South Loop","Mon-Fri 9:30 am - 6:30 pm Sat 10:30 am - 4:30 pm",,Yes,,,,$$,,,,,,,,,,,,,Yes,http://sweetpetalchicago.com,"(312) 939-6544",8
JA8YIVhxa5w8nnIolhHQCQ,"Chris Watch Repair Inc.","Chris Watch Repair Inc. - The Loop - Chicago, IL",44,5,"Local Services, Watch Repair, METADATA","5 S Wabash Ave Ste 914 Chicago, IL 60603 Neighborhood: The Loop","Mon-Fri 10 am - 6 pm",,No,,,,,,,,,,,,,,,,,,,"(312) 332-2195",11
jaMTiYTR9jhcbmSt1Z2dhw,"Smart Phone Center","Smart Phone Center - The Loop - Chicago, IL",1,5,"Shopping, Electronics, Mobile Phones, METADATA","201 W Lake St (between Post Pl & Wells St) Chicago, IL 60606 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 422-0355",0
jAR8uR_hWw6MQaKO6pdTRw,"Local Charm: A Chicago Jewelry Studio","Local Charm: A Chicago Jewelry Studio - The Loop - Chicago, IL",1,4,"Shopping, Jewelry, Fashion, Accessories, METADATA","Block 37 108 N State St Chicago, IL 60602 Neighborhood: The Loop","Mon-Sat 10 am - 8 pm Sun 11 am - 6 pm",,Yes,,,,,,,,,,,,,,,,,,,"(312) 332-6203",0
JbjSNHIcObEFmTSAdfoacw,"Nutrition Counseling Services","Nutrition Counseling Services - The Loop - Chicago, IL",13,4,"Health and Medical, Nutritionists, Counseling & Mental Health, METADATA","155 North Michigan Ave Ste 706 (between Randolph St & Lake St) Chicago, IL 60601 Neighborhood: The Loop","Mon-Tue 9 am - 8 pm Wed-Fri 10 am - 8 pm Sat 11 am - 6:30 pm Sun 11 am - 3 pm",,,,,,,,,,,,,,,,,,,,http://www.chicagonutritionist.com/,"(312) 729-5208",1
jB_MMvvGgntxyrJdMZXm3Q,"Mi-Te Printing & Graphics","Mi-Te Printing & Graphics - The Loop - Chicago, IL",13,5,"Local Services, Printing Services, Event Planning & Services, Cards & Stationery, Shopping, Arts & Crafts, Flowers & Gifts, Professional Services, Graphic Design, METADATA","180 W Washington St (between La Salle St & Wells St) Chicago, IL 60602 Neighborhood: The Loop","Mon-Fri 8:30 am - 5:30 am",,Yes,,,,$$,,,,,,,,,,,,,,http://miteprint.com,"(312) 236-3278",1
JCndUTmkHeNzi5j7ylVKAQ,"The Buckingham Athletic Club Hotel","The Buckingham Athletic Club Hotel - The Loop - Chicago, IL",5,4,"Active Life, Fitness & Instruction, Gyms, Event Planning & Services, Hotels, Hotels & Travel, METADATA","One Financial Place 440 S LaSalle St Chicago, IL 60605 Neighborhood: The Loop",,Yes,Yes,,,,$$,,,,,,Free,,,,,,,,http://www.bac-Chicago.com,"(312) 663-8900",0
JCtMTpiHSexXQzFbBzaBXA,"Allori Photography","Allori Photography - The Loop - Chicago, IL",5,5,"Event Planning & Services, Photographers, METADATA","27 N Wacker Dr Ste 104 (between Madison St & State St) Chicago, IL 60606 Neighborhood: The Loop",,,Yes,,,,,,,,,,,,,,,,,,http://alloriphotography.com,"(312) 379-9180",6
jD4Kth9RDwTJTtt-Xm41ow,"Art of Modern Dentistry","Art of Modern Dentistry - Near Southside - Chicago, IL",24,3,"Health and Medical, Dentists, METADATA","1339 S Michigan Ave (between 13th St & 14th St) Chicago, IL 60605 Neighborhood: Near Southside","Mon-Thu 8 am - 7 pm Fri 8 am - 5 pm",,,,,,,,,,,,,,,,,,,,http://www.artofmoderndentistry.com,"(312) 922-1898",150
